Year,Yield,NDVI,SolarRadiation,Temperature,Precipitation,Years_Since_2000,Decade,Crop_Avocados,Crop_Bananas,Crop_Barley,Crop_Cabbages,Crop_Cereals n.e.c.,"Crop_Coffee, green",Crop_Maize (corn),"Crop_Mangoes, guavas and mangosteens",Crop_Oranges,"Crop_Other vegetables, fresh n.e.c.","Crop_Peas, dry","Crop_Peas, green",Crop_Pineapples,Crop_Potatoes,Crop_Rice,"Crop_Seed cotton, unginned",Crop_Sorghum,Crop_Sugar cane,Crop_Sunflower seed,Crop_Tomatoes,Crop_Wheat,Water_Availability,NDVI_Solar_Interaction,Prev_Year_Yield,Prev_Year_NDVI
2006,5196.2,0.7280952569184374,0.37132405952841907,0.3515990110269058,0.5950176466738157,6,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5863580411919207,0.7520490143451615,0.04150492195305718,0.26561191220121394
2007,5307.8,0.7594678714918532,0.6284330912430107,0.2335556321822132,0.4425211835606506,7,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.44715279858868673,0.8470544971029637,0.04253954214644107,0.4701410692943009
2008,5416.9,0.5083888039239217,0.6491587550941453,0.32230398450510833,0.30023763851757845,8,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3066541441076812,0.5784417276461058,0.043555053259736076,0.5312766707660481
2009,5523.0,0.48683559467531623,0.7442645842345357,0.8801738284068108,0.21213013729666053,9,2000s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.19972927014751807,0.5760236361252784,0.04454781546816336,0.042000592841136
2010,5625.8,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4720791094385537,0.5748656990802399,0.04551327899074939,0.0
2011,5724.7,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.11112650252344725,0.6570428832850985,0.04644871395891002,0.30421413085601934
2012,6000.0,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.3511085364640907,0.6716825107628823,0.047348660635477005,0.1998612031693323
2013,6000.0,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5878930411168777,0.6913782502461236,0.049853770039510296,0.13991621949986754
2014,6069.0,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5893425881947358,0.73396123468072,0.049853770039510296,0.35342158390390477
2015,6254.7,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.43345456568650387,0.7832572779957432,0.050481639813859364,0.3882513064577173
2016,6110.6,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5982227205318644,0.6441943538717916,0.05217142846743358,0.26397057710017524
2017,5897.5,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5512366871455878,0.6905432722422442,0.05086018159085822,0.16568706201590988
2018,6234.5,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.4638466438612747,0.7735930584366799,0.04892106493993379,0.20884979388957614
2019,6007.3,0.8456581883883705,0.5027358483406594,0.6361488741993959,0.6445705640390489,19,2010s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.6164341617805653,0.9101598776632458,0.0519876173161024,0.5237036786195413
2020,6045.1,1.0,0.1998876822317861,0.0,0.9999999999999998,20,2020s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.0,0.9999999999999996,0.049920196841724045,0.6992351573683759
2021,6095.1,0.7097923969505775,0.5463652300617028,0.13610607739130032,0.8046946194007683,21,2020s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.8011313997350116,0.7736633257027665,0.050264160283323964,1.0
2022,6049.1,0.5545494382802536,0.2995241672927662,0.26106052935983115,0.5132098317901932,22,2020s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.5133873745246638,0.5497997175806533,0.05071913838067836,0.43447441007564525
2023,6063.0,0.0,0.5205397324105085,0.3099687216471132,0.9726149299419493,23,2020s,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.9495244220511707,0.0,0.050300558531112316,0.13195350827595753
2000,737.5,0.5567137159609303,0.7962798533797795,0.5987420183952885,0.028135242497016932,0,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0376712706561011,0.6643286810090943,0.0066532584621376316,0.253543407593801
2001,678.4,0.5688841527705475,0.06709468843203226,0.6169979139612991,0.08655303316366347,1,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.09208454984934478,0.5124161407258674,0.001967325292960398,0.1361710215294476
2002,979.6,0.5611583530386564,0.39153366876883666,1.0,0.043591815568343795,2,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.03902911936280595,0.5776655030990261,0.0014295411818875045,0.15988746928641362
2003,744.7,0.6096823855066509,0.6282964885519391,0.9919175171003829,0.024960855095886192,3,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.022044476458098927,0.6840222835379723,0.004170329240350371,0.14483225569067937
2004,836.1,0.6053173918561865,0.6459106466619637,0.9572031919082313,0.0,4,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0,0.6833053770583546,0.0020328421389794304,0.23939070901382653
2005,778.5,0.6231381736472046,0.808968725572786,0.85254420910276,0.08445229859883896,5,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.08189138670158069,0.7402375886644958,0.002864542100943261,0.2308846754597207
2006,817.0,0.7280952569184374,0.37132405952841907,0.3515990110269058,0.5950176466738157,6,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5863580411919207,0.7520490143451615,0.0023404073327909997,0.26561191220121394
2007,1040.0,0.7594678714918532,0.6284330912430107,0.2335556321822132,0.4425211835606506,7,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.44715279858868673,0.8470544971029637,0.002690740467753883,0.4701410692943009
2008,1087.1,0.5083888039239217,0.6491587550941453,0.32230398450510833,0.30023763851757845,8,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3066541441076812,0.5784417276461058,0.004719942781954477,0.5312766707660481
2009,970.7,0.48683559467531623,0.7442645842345357,0.8801738284068108,0.21213013729666053,9,2000s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.19972927014751807,0.5760236361252784,0.0051485321496623155,0.042000592841136
2010,1236.7,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.4720791094385537,0.5748656990802399,0.004089343139021289,0.0
2011,1185.4,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.11112650252344725,0.6570428832850985,0.006509826616946661,0.30421413085601934
2012,1240.9,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3511085364640907,0.6716825107628823,0.006043019089061055,0.1998612031693323
2013,1317.7,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5878930411168777,0.6913782502461236,0.006548044777124431,0.13991621949986754
2014,1446.7,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5893425881947358,0.73396123468072,0.007246891134660778,0.35342158390390477
2015,1395.5,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.43345456568650387,0.7832572779957432,0.008420734625835112,0.3882513064577173
2016,1564.3,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5982227205318644,0.6441943538717916,0.007954837054144213,0.26397057710017524
2017,1562.5,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5512366871455878,0.6905432722422442,0.009490843110812646,0.16568706201590988
2018,1685.1,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.4638466438612747,0.7735930584366799,0.009474463899307888,0.20884979388957614
2019,1746.3,0.8456581883883705,0.5027358483406594,0.6361488741993959,0.6445705640390489,19,2010s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.6164341617805653,0.9101598776632458,0.010590070194020858,0.5237036786195413
2020,1710.7,1.0,0.1998876822317861,0.0,0.9999999999999998,20,2020s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,0.9999999999999996,0.011146963385182639,0.6992351573683759
2021,1727.3,0.7097923969505775,0.5463652300617028,0.13610607739130032,0.8046946194007683,21,2020s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.8011313997350116,0.7736633257027665,0.01082301897986631,1.0
2022,1760.6,0.5545494382802536,0.2995241672927662,0.26106052935983115,0.5132098317901932,22,2020s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.5133873745246638,0.5497997175806533,0.010974071708187969,0.43447441007564525
2023,1809.8,0.0,0.5205397324105085,0.3099687216471132,0.9726149299419493,23,2020s,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9495244220511707,0.0,0.011277087121025993,0.13195350827595753
2000,2727.3,0.5567137159609303,0.7962798533797795,0.5987420183952885,0.028135242497016932,0,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0376712706561011,0.6643286810090943,0.020325691521210172,0.253543407593801
2001,2731.1,0.5688841527705475,0.06709468843203226,0.6169979139612991,0.08655303316366347,1,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.09208454984934478,0.5124161407258674,0.020073633655275838,0.1361710215294476
2002,2734.5,0.5611583530386564,0.39153366876883666,1.0,0.043591815568343795,2,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.03902911936280595,0.5776655030990261,0.02010821199067477,0.15988746928641362
2003,2738.9,0.6096823855066509,0.6282964885519391,0.9919175171003829,0.024960855095886192,3,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.022044476458098927,0.6840222835379723,0.020139150501294868,0.14483225569067937
2004,2741.9,0.6053173918561865,0.6459106466619637,0.9572031919082313,0.0,4,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6833053770583546,0.020179188573862056,0.23939070901382653
2005,2750.0,0.6231381736472046,0.808968725572786,0.85254420910276,0.08445229859883896,5,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.08189138670158069,0.7402375886644958,0.02020648725970332,0.2308846754597207
2006,2750.0,0.7280952569184374,0.37132405952841907,0.3515990110269058,0.5950176466738157,6,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5863580411919207,0.7520490143451615,0.020280193711474732,0.26561191220121394
2007,2760.7,0.7594678714918532,0.6284330912430107,0.2335556321822132,0.4425211835606506,7,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.44715279858868673,0.8470544971029637,0.020280193711474732,0.4701410692943009
2008,2756.6,0.5083888039239217,0.6491587550941453,0.32230398450510833,0.30023763851757845,8,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3066541441076812,0.5784417276461058,0.02037755902430857,0.5312766707660481
2009,2756.3,0.48683559467531623,0.7442645842345357,0.8801738284068108,0.21213013729666053,9,2000s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.19972927014751807,0.5760236361252784,0.02034025082032551,0.042000592841136
2010,2755.7,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4720791094385537,0.5748656990802399,0.020337520951741385,0.0
2011,2757.1,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.11112650252344725,0.6570428832850985,0.02033206121457313,0.30421413085601934
2012,2758.5,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3511085364640907,0.6716825107628823,0.020344800601299055,0.1998612031693323
2013,2759.9,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5878930411168777,0.6913782502461236,0.02035753998802498,0.13991621949986754
2014,2761.3,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5893425881947358,0.73396123468072,0.020370279374750902,0.35342158390390477
2015,2762.8,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.43345456568650387,0.7832572779957432,0.020383018761476825,0.3882513064577173
2016,2762.7,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5982227205318644,0.6441943538717916,0.02039666810439746,0.26397057710017524
2017,2762.9,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5512366871455878,0.6905432722422442,0.020395758148202745,0.16568706201590988
2018,2764.3,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4638466438612747,0.7735930584366799,0.020397578060592166,0.20884979388957614
2019,2765.8,0.8456581883883705,0.5027358483406594,0.6361488741993959,0.6445705640390489,19,2010s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6164341617805653,0.9101598776632458,0.02041031744731809,0.5237036786195413
2020,2766.8,1.0,0.1998876822317861,0.0,0.9999999999999998,20,2020s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,0.9999999999999996,0.02042396679023872,0.6992351573683759
2021,2764.3,0.7097923969505775,0.5463652300617028,0.13610607739130032,0.8046946194007683,21,2020s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8011313997350116,0.7736633257027665,0.020433066352185808,1.0
2022,2765.0,0.5545494382802536,0.2995241672927662,0.26106052935983115,0.5132098317901932,22,2020s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5133873745246638,0.5497997175806533,0.02041031744731809,0.43447441007564525
2023,2765.6,0.0,0.5205397324105085,0.3099687216471132,0.9726149299419493,23,2020s,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.9495244220511707,0.0,0.02041668714068105,0.13195350827595753
2000,6351.9,0.5567137159609303,0.7962798533797795,0.5987420183952885,0.028135242497016932,0,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0376712706561011,0.6643286810090943,0.08064793885822336,0.253543407593801
2001,5516.2,0.5688841527705475,0.06709468843203226,0.6169979139612991,0.08655303316366347,1,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.09208454984934478,0.5124161407258674,0.05305590588869052,0.1361710215294476
2002,5102.0,0.5611583530386564,0.39153366876883666,1.0,0.043591815568343795,2,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.03902911936280595,0.5776655030990261,0.04545140196950919,0.15988746928641362
2003,4979.1,0.6096823855066509,0.6282964885519391,0.9919175171003829,0.024960855095886192,3,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.022044476458098927,0.6840222835379723,0.041682363411025394,0.14483225569067937
2004,5608.5,0.6053173918561865,0.6459106466619637,0.9572031919082313,0.0,4,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6833053770583546,0.0405640272477283,0.23939070901382653
2005,18314.7,0.6231381736472046,0.808968725572786,0.85254420910276,0.08445229859883896,5,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.08189138670158069,0.7402375886644958,0.0462912915372254,0.2308846754597207
2006,17827.4,0.7280952569184374,0.37132405952841907,0.3515990110269058,0.5950176466738157,6,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5863580411919207,0.7520490143451615,0.16191214554931327,0.26561191220121394
2007,12601.4,0.7594678714918532,0.6284330912430107,0.2335556321822132,0.4425211835606506,7,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.44715279858868673,0.8470544971029637,0.15747792901249735,0.4701410692943009
2008,12025.0,0.5083888039239217,0.6491587550941453,0.32230398450510833,0.30023763851757845,8,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3066541441076812,0.5784417276461058,0.10992361827701615,0.5312766707660481
2009,12626.9,0.48683559467531623,0.7442645842345357,0.8801738284068108,0.21213013729666053,9,2000s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.19972927014751807,0.5760236361252784,0.1046786307707147,0.042000592841136
2010,13620.0,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.4720791094385537,0.5748656990802399,0.11015565710666689,0.0
2011,13504.4,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.11112650252344725,0.6570428832850985,0.11919243207631985,0.30421413085601934
2012,11919.3,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.3511085364640907,0.6716825107628823,0.11814052271523649,0.1998612031693323
2013,10225.9,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5878930411168777,0.6913782502461236,0.10371680707290751,0.13991621949986754
2014,9526.5,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5893425881947358,0.73396123468072,0.08830760887170891,0.35342158390390477
2015,8792.8,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.43345456568650387,0.7832572779957432,0.08194337524591566,0.3882513064577173
2016,7884.0,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5982227205318644,0.6441943538717916,0.07526702664533728,0.26397057710017524
2017,8247.6,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5512366871455878,0.6905432722422442,0.06699734474782384,0.16568706201590988
2018,7615.6,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.4638466438612747,0.7735930584366799,0.070305945471785,0.20884979388957614
2019,8202.9,0.8456581883883705,0.5027358483406594,0.6361488741993959,0.6445705640390489,19,2010s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6164341617805653,0.9101598776632458,0.06455502232122547,0.5237036786195413
2020,7857.4,1.0,0.1998876822317861,0.0,0.9999999999999998,20,2020s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.9999999999999996,0.06989919505275016,0.6992351573683759
2021,6519.6,0.7097923969505775,0.5463652300617028,0.13610607739130032,0.8046946194007683,21,2020s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.8011313997350116,0.7736633257027665,0.0667552964000313,1.0
2022,5637.4,0.5545494382802536,0.2995241672927662,0.26106052935983115,0.5132098317901932,22,2020s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5133873745246638,0.5497997175806533,0.05458190242721716,0.43447441007564525
2023,4712.8,0.0,0.5205397324105085,0.3099687216471132,0.9726149299419493,23,2020s,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.9495244220511707,0.0,0.04655426887749624,0.13195350827595753
2000,4545.5,0.5567137159609303,0.7962798533797795,0.5987420183952885,0.028135242497016932,0,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0376712706561011,0.6643286810090943,0.0549465673722467,0.253543407593801
2001,5437.4,0.5688841527705475,0.06709468843203226,0.6169979139612991,0.08655303316366347,1,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.09208454984934478,0.5124161407258674,0.036618457187471,0.1361710215294476
2002,6250.0,0.5611583530386564,0.39153366876883666,1.0,0.043591815568343795,2,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.03902911936280595,0.5776655030990261,0.044734356488078664,0.15988746928641362
2003,5888.0,0.6096823855066509,0.6282964885519391,0.9919175171003829,0.024960855095886192,3,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.022044476458098927,0.6840222835379723,0.05212866052628227,0.14483225569067937
2004,5189.5,0.6053173918561865,0.6459106466619637,0.9572031919082313,0.0,4,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.6833053770583546,0.04883461910143646,0.23939070901382653
2005,10135.0,0.6231381736472046,0.808968725572786,0.85254420910276,0.08445229859883896,5,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.08189138670158069,0.7402375886644958,0.04247857508139558,0.2308846754597207
2006,9212.9,0.7280952569184374,0.37132405952841907,0.3515990110269058,0.5950176466738157,6,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5863580411919207,0.7520490143451615,0.08748045869071863,0.26561191220121394
2007,7196.0,0.7594678714918532,0.6284330912430107,0.2335556321822132,0.4425211835606506,7,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.44715279858868673,0.8470544971029637,0.07908975261930891,0.4701410692943009
2008,7297.6,0.5083888039239217,0.6491587550941453,0.32230398450510833,0.30023763851757845,8,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3066541441076812,0.5784417276461058,0.060736846128227384,0.5312766707660481
2009,7603.7,0.48683559467531623,0.7442645842345357,0.8801738284068108,0.21213013729666053,9,2000s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.19972927014751807,0.5760236361252784,0.06166136162205152,0.042000592841136
2010,8738.5,0.6429474582274111,0.0,0.4329153919331681,0.479723946611889,10,2010s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4720791094385537,0.5748656990802399,0.06444673753405511,0.0
2011,9028.7,0.5893972501471829,0.6067815647079371,0.632311834662481,0.10736276627345542,11,2010s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.11112650252344725,0.6570428832850985,0.07477292043161042,0.30421413085601934
2012,7918.2,0.5586356182502437,0.8194719547086216,0.35738513948090755,0.34856334425866353,12,2010s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3511085364640907,0.6716825107628823,0.07741361330865533,0.1998612031693323
2013,5897.2,0.6681989716082715,0.38650972535270256,0.12921701405447195,0.5828663635768623,13,2010s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5878930411168777,0.6913782502461236,0.06730854976641425,0.13991621949986754
2014,6022.1,0.686072345470222,0.48650289521814827,0.19733241381333855,0.5885908337990444,14,2010s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5893425881947358,0.73396123468072,0.04891833507134966,0.35342158390390477
2015,6722.6,0.6222958988961409,1.0,0.5726188467360664,0.4466433559392007,15,2010s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.43345456568650387,0.7832572779957432,0.05005487035854094,0.3882513064577173
2016,5684.9,0.5718602973247049,0.6341628152296828,0.40827176706797985,0.6109978300381127,16,2010s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5982227205318644,0.6441943538717916,0.056429113502475994,0.26397057710017524
2017,6062.9,0.5940098749588434,0.7315833010799224,0.4190956912173611,0.5622353628266901,17,2010s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5512366871455878,0.6905432722422442,0.04698649806998291,0.16568706201590988
2018,6154.4,0.7555816814804626,0.3381068384824957,0.1994160069844355,0.4580293624541212,18,2010s,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4638466438612747,0.7735930584366799,0.05042613248598212,0.20884979388957614
